"fdeliver_status","price","fpaymentmode","logisticr","cust_rating","shipment_hr","fnotify","fweather","fcust_avail","dist_warehouse","profit_pr","order_date","shipment_date","expected_delivery","remaining","ftracking","consignment_wt","empolyee_number"
"yes",13961,"online",70,25,107,"yes","good","yes",68,10.956803447733,2018-06-30,2018-07-03,2018-07-08,49,"GPRS",2.12614126696845,378
"yes",6074,"debit",25,60,108,"yes","good","yes",167,12.0795303111018,2018-04-10,2018-04-15,2018-04-20,12,"GPRS",1.57508933708039,393
"yes",3805,"online",95,25,109,"no","good","yes",18,11.8825737610984,2018-11-23,2018-11-25,2018-12-03,36,"GPRS",3.53377874676988,371
"yes",4644,"credit",73,17,110,"yes","good","yes",100,9.92309270117456,2018-11-04,2018-11-08,2018-11-10,40,"RFID",4.06486390525775,393
"yes",2823,"cash",13,44,111,"yes","good","yes",0,7.20965911213286,2018-10-13,2018-10-16,2018-10-21,54,"RFID",3.45424480141214,404
"yes",1090,"online",88,56,112,"yes","good","yes",197,14.2919223004707,2018-04-07,2018-04-09,2018-04-15,44,"RFID",3.63051824636496,389
"yes",5999,"online",52,29,113,"yes","good","yes",189,8.37485113721836,2018-10-16,2018-10-21,2018-10-23,80,"RFID",3.07340791470727,378
"yes",4298,"cash",56,84,114,"yes","bad","yes",41,11.2724431097654,2018-06-18,2018-06-22,2018-06-24,82,"GPRS",2.71797786615894,408
"yes",3756,"online",28,62,115,"yes","good","yes",90,10.5611764380567,2018-07-26,2018-07-30,2018-08-05,77,"RFID",3.58445982456762,400
"yes",13758,"debit",35,86,116,"yes","good","no",82,10.0182712609221,2018-01-17,2018-01-20,2018-01-26,39,"GPRS",3.06353296199274,375
"yes",9465,"cash",38,54,117,"no","good","yes",54,10.7958584535292,2018-09-18,2018-09-21,2018-09-24,15,"RFID",3.06948509450912,401
"no",1561,"debit",62,56,118,"yes","good","no",57,9.86064737884477,2018-10-15,2018-10-20,2018-10-21,33,"RFID",2.59379993477991,405
"yes",4487,"cash",16,39,119,"no","good","no",110,9.67809382045029,2018-01-29,2018-02-02,2018-02-04,3,"GPRS",3.67133566886667,408
"yes",7189,"cash",86,21,120,"yes","good","yes",41,12.5398553718569,2018-05-17,2018-05-21,2018-05-24,50,"RFID",2.60662224305453,403
"yes",11798,"online",14,74,121,"yes","good","yes",5,11.0734504635739,2018-11-30,2018-12-05,2018-12-10,99,"GPRS",3.08566761130955,390
"yes",5205,"credit",77,22,122,"no","bad","yes",46,7.28982769402291,2018-07-23,2018-07-28,2018-07-29,42,"GPRS",2.09211038036721,378
"yes",9302,"credit",24,57,123,"yes","bad","yes",96,8.70023443302246,2018-08-14,2018-08-16,2018-08-23,94,"GPRS",4.0789355116552,397
"yes",10651,"debit",91,11,124,"yes","good","no",20,10.3901766830979,2018-09-25,2018-09-30,2018-10-01,65,"GPRS",2.43686426230773,401
"yes",5112,"cash",31,6,125,"yes","good","no",45,12.2716531253833,2018-10-24,2018-10-26,2018-11-02,42,"RFID",1.91719630292028,376
"yes",14237,"online",77,85,126,"yes","good","yes",187,7.60465787492014,2018-02-01,2018-02-03,2018-02-10,44,"RFID",3.3681912289317,410
"yes",4081,"credit",84,95,127,"no","good","no",39,6.47882448548959,2018-07-06,2018-07-08,2018-07-15,64,"RFID",3.34374038225603,389
"yes",3417,"credit",91,17,128,"yes","good","yes",148,6.23969503588075,2018-10-14,2018-10-17,2018-10-24,45,"RFID",2.75365342697099,383
"no",7364,"debit",29,15,129,"no","good","yes",91,13.399348352413,2018-05-03,2018-05-06,2018-05-10,51,"RFID",2.17480386743844,372
"yes",9560,"online",71,81,130,"yes","good","no",76,11.1006843023836,2018-05-03,2018-05-05,2018-05-13,71,"GPRS",2.86347962706346,377
"yes",14207,"cash",22,69,131,"yes","good","no",175,10.4373290021679,2018-01-01,2018-01-03,2018-01-08,26,"RFID",2.85041369253295,409
"yes",7491,"debit",91,31,132,"yes","good","yes",163,6.47527833141304,2018-09-01,2018-09-05,2018-09-08,23,"RFID",3.03128448844467,382
"yes",13814,"online",56,72,133,"yes","good","yes",146,10.0673575094041,2018-10-17,2018-10-19,2018-10-26,47,"GPRS",2.63390190185557,408
"yes",4293,"cash",63,27,134,"yes","good","yes",4,9.00086388935682,2018-08-29,2018-09-01,2018-09-07,10,"GPRS",1.86314595997027,383
"yes",3553,"debit",24,38,135,"no","good","no",199,12.7736778751426,2018-09-26,2018-09-28,2018-10-04,56,"GPRS",2.77464639676754,410
"yes",6787,"debit",70,1,136,"yes","good","no",186,11.184514465527,2018-05-15,2018-05-20,2018-05-24,96,"GPRS",2.47576184535631,384
"yes",1099,"debit",87,72,137,"yes","good","no",82,10.2552429885068,2018-10-21,2018-10-24,2018-10-28,83,"GPRS",2.27635827642378,410
"yes",13049,"cash",62,63,138,"yes","good","yes",176,12.0255717540964,2018-07-15,2018-07-20,2018-07-25,7,"GPRS",3.12217242635045,384
"yes",8422,"cash",85,64,139,"yes","good","yes",24,8.85965583956495,2018-05-27,2018-05-30,2018-06-04,29,"RFID",2.87094712690904,373
"yes",7536,"cash",22,56,140,"no","good","yes",174,9.64978664018989,2018-08-26,2018-08-29,2018-09-02,47,"GPRS",2.08717185781705,392
"no",6779,"cash",68,79,141,"no","good","no",68,7.27295144798943,2018-08-04,2018-08-07,2018-08-10,44,"GPRS",3.60150814353144,373
"yes",9315,"cash",76,6,142,"yes","good","yes",36,11.8650417353214,2018-07-01,2018-07-04,2018-07-08,82,"GPRS",3.17761285566548,394
"yes",5403,"cash",79,4,143,"yes","good","yes",87,10.8654227522647,2018-07-24,2018-07-27,2018-08-01,97,"GPRS",2.61484005375286,390
"yes",13681,"online",69,10,144,"yes","bad","yes",146,9.0264265074439,2018-05-27,2018-05-29,2018-06-05,52,"GPRS",4.28565500747385,405
"yes",12908,"debit",92,27,145,"yes","bad","yes",70,10.1942458589499,2018-01-05,2018-01-09,2018-01-12,64,"GPRS",3.1916220611369,397
"no",2134,"cash",41,3,146,"no","good","no",130,10.3124106952726,2018-03-16,2018-03-21,2018-03-26,14,"GPRS",1.42246249046641,398
"yes",567,"online",55,41,147,"yes","good","yes",47,11.4332051352852,2018-12-06,2018-12-11,2018-12-13,50,"RFID",2.761310442312,374
"yes",6104,"online",88,53,148,"yes","good","yes",93,7.92327745842358,2018-04-06,2018-04-08,2018-04-13,78,"GPRS",3.4354973331594,404
"yes",13846,"debit",34,75,149,"yes","good","yes",41,12.5336322904629,2018-01-07,2018-01-11,2018-01-17,42,"GPRS",2.25065935740621,384
"yes",14105,"debit",93,96,150,"yes","good","yes",36,9.59185016282446,2018-10-23,2018-10-26,2018-10-29,63,"GPRS",2.51010490721901,399
"yes",11117,"online",100,76,151,"yes","good","yes",138,10.5046895061828,2018-12-08,2018-12-10,2018-12-14,96,"RFID",2.27512954430785,382
"yes",2276,"cash",13,86,152,"no","good","no",57,7.33045401170694,2018-07-30,2018-08-01,2018-08-06,13,"GPRS",3.29970126142218,372
"yes",448,"online",16,65,153,"yes","good","no",80,9.15072809899804,2018-11-27,2018-12-02,2018-12-06,44,"GPRS",3.69512343680454,401
"yes",7658,"debit",79,21,154,"yes","bad","yes",182,4.43323608391377,2018-10-11,2018-10-13,2018-10-21,10,"GPRS",2.5149827496595,395
"yes",2049,"online",95,21,155,"no","good","yes",18,9.31762781895805,2018-10-09,2018-10-14,2018-10-15,38,"RFID",2.83534478103415,402
"yes",14748,"cash",68,80,156,"yes","good","yes",106,8.69557129158561,2018-10-11,2018-10-16,2018-10-17,36,"GPRS",1.39443388371423,405
"yes",9077,"debit",81,44,157,"yes","good","yes",176,10.5298738393713,2018-10-20,2018-10-21,2018-10-28,61,"GPRS",3.93219837665094,408
"yes",13797,"debit",26,65,158,"no","good","no",68,10.3556593738488,2018-01-12,2018-01-13,2018-01-22,77,"RFID",3.00269156789963,371
"yes",3588,"cash",37,45,159,"no","good","yes",113,13.5805454324023,2018-02-16,2018-02-19,2018-02-23,96,"GPRS",3.3657299691606,380
"yes",5192,"debit",16,96,160,"yes","bad","no",138,10.2049947263931,2018-03-19,2018-03-22,2018-03-26,77,"RFID",2.75370500830866,404
"yes",1559,"credit",33,88,161,"yes","good","yes",113,5.1323267880022,2018-07-04,2018-07-05,2018-07-13,33,"GPRS",3.87763107328784,390
"yes",11840,"cash",33,40,162,"yes","good","no",107,12.4327250608725,2018-10-14,2018-10-15,2018-10-23,69,"GPRS",2.57461651965766,389
"yes",12881,"debit",22,85,163,"yes","good","yes",77,8.61680526649172,2018-10-22,2018-10-27,2018-10-30,99,"GPRS",3.81210999278178,378
"yes",1736,"online",63,84,164,"yes","good","yes",44,14.2682721815552,2018-09-28,2018-10-02,2018-10-04,36,"RFID",2.90550660504104,403
"yes",14573,"online",25,48,165,"yes","good","no",147,10.8195407215263,2018-03-11,2018-03-13,2018-03-17,19,"GPRS",2.81360194357637,381
"yes",8113,"debit",65,99,166,"yes","good","no",6,8.06381015390822,2018-03-19,2018-03-23,2018-03-28,23,"GPRS",4.2274369137528,390
"yes",6584,"cash",69,28,167,"no","bad","no",161,7.34669412148694,2018-08-23,2018-08-24,2018-09-01,34,"GPRS",2.02112769661052,378
"yes",10787,"debit",58,20,168,"yes","good","yes",129,10.5772032740108,2018-02-16,2018-02-19,2018-02-25,16,"GPRS",4.12730022085231,378
"yes",2702,"online",60,39,169,"yes","good","yes",65,10.5665622638519,2018-08-09,2018-08-10,2018-08-15,4,"GPRS",2.45164775262417,409
"yes",3386,"cash",28,34,170,"no","good","yes",50,7.85431214990507,2018-03-09,2018-03-12,2018-03-15,4,"GPRS",2.61943341954099,379
"yes",14896,"online",28,2,171,"yes","good","no",33,8.55943183945662,2018-09-17,2018-09-22,2018-09-25,59,"GPRS",1.91244327694308,386
"yes",463,"cash",62,44,172,"yes","good","yes",88,8.35984372109306,2018-10-22,2018-10-24,2018-11-01,35,"GPRS",1.95913451994311,393
"yes",8380,"online",36,52,173,"yes","good","no",191,7.52464771792967,2018-01-14,2018-01-17,2018-01-24,91,"GPRS",2.68225875090626,381
"yes",3987,"cash",89,74,174,"no","good","no",28,12.4924515746496,2018-09-02,2018-09-06,2018-09-12,56,"GPRS",3.41943630410202,372
"yes",14211,"cash",73,75,175,"yes","good","no",84,8.54019305391971,2018-05-16,2018-05-20,2018-05-25,33,"GPRS",3.55671840759536,388
"yes",8894,"online",87,97,176,"yes","good","yes",112,9.53349522813773,2018-12-08,2018-12-10,2018-12-16,42,"GPRS",4.38466167775579,381
"yes",12510,"cash",27,88,177,"no","good","yes",193,12.2523708790567,2018-07-02,2018-07-07,2018-07-10,88,"GPRS",1.9923324667569,376
"yes",10540,"debit",24,39,178,"yes","good","yes",197,12.1766299117067,2018-07-26,2018-07-27,2018-08-04,30,"GPRS",2.24254245545197,371
"yes",7487,"cash",31,50,179,"yes","good","yes",13,6.5974043085376,2018-07-19,2018-07-21,2018-07-25,17,"RFID",4.20497508940163,390
"yes",12469,"cash",67,64,180,"yes","good","yes",145,6.42128139138917,2018-10-10,2018-10-14,2018-10-16,38,"GPRS",3.31602688113521,384
"yes",2344,"cash",83,73,181,"yes","bad","yes",142,10.6477133819007,2018-02-17,2018-02-20,2018-02-26,54,"GPRS",3.31365055143635,390
"no",2368,"online",75,12,182,"no","good","no",18,8.0314028676518,2018-10-19,2018-10-22,2018-10-26,41,"GPRS",2.29122658730807,402
"yes",14845,"cash",25,51,183,"yes","good","no",140,15.1053757452706,2018-05-05,2018-05-08,2018-05-13,1,"GPRS",3.27978184076171,382
"yes",3765,"debit",92,77,184,"yes","good","yes",175,7.08007521354126,2018-06-16,2018-06-20,2018-06-25,9,"GPRS",2.36476238387714,379
"yes",5020,"debit",84,77,185,"yes","good","yes",171,10.0359193760357,2018-03-28,2018-04-01,2018-04-07,90,"GPRS",3.07124853661623,405
"yes",13676,"cash",63,76,186,"yes","good","no",135,8.85860811186553,2018-03-09,2018-03-13,2018-03-19,70,"RFID",3.78115719513021,374
"yes",6078,"debit",44,44,187,"yes","good","yes",16,12.5471622984618,2018-12-01,2018-12-02,2018-12-08,62,"GPRS",2.88994725521331,381
"yes",9167,"debit",97,30,188,"yes","good","yes",148,6.72847961241451,2018-04-22,2018-04-26,2018-05-02,51,"RFID",3.43136362428049,370
"yes",1333,"online",81,16,189,"yes","good","no",54,12.3506236802872,2018-08-26,2018-08-31,2018-09-05,82,"GPRS",1.87528480199873,388
"yes",11151,"debit",20,99,190,"yes","bad","yes",4,10.4499477505256,2018-10-25,2018-10-27,2018-11-04,44,"GPRS",2.87389127121933,379
"yes",14141,"credit",79,69,191,"yes","good","no",193,8.15107963356913,2018-09-22,2018-09-26,2018-09-28,92,"GPRS",4.3312270608278,382
"yes",2935,"debit",81,21,192,"yes","good","yes",44,10.8668040882941,2018-08-29,2018-08-30,2018-09-04,19,"GPRS",3.20483427740554,410
"yes",7574,"online",93,5,193,"yes","good","no",49,8.18129947337247,2018-05-09,2018-05-12,2018-05-19,73,"GPRS",3.35832402515871,384
"yes",8053,"online",54,78,194,"yes","bad","yes",33,7.57823704687094,2018-03-22,2018-03-24,2018-03-28,51,"GPRS",3.49527553033679,399
"yes",6655,"debit",55,16,195,"no","bad","yes",115,8.61242715014283,2018-04-18,2018-04-19,2018-04-26,63,"RFID",3.47637333213808,379
"yes",7905,"online",11,89,196,"yes","good","yes",148,10.7572550879755,2018-10-16,2018-10-19,2018-10-25,87,"RFID",3.36870081417248,399
"no",1231,"credit",55,13,24,"yes","good","no",161,11.4614907943797,2018-09-29,2018-10-02,2018-10-07,89,"GPRS",2.7905691045329,383
"yes",2929,"online",93,88,25,"yes","good","no",59,9.87057168130078,2018-04-27,2018-04-29,2018-05-04,2,"GPRS",2.15120481084961,383
"yes",4200,"cash",84,12,26,"yes","good","yes",128,13.5803581266654,2018-08-12,2018-08-15,2018-08-19,73,"GPRS",3.43938870741405,409
"yes",4273,"debit",52,70,27,"yes","good","no",28,10.8473961826873,2018-11-26,2018-11-29,2018-12-05,88,"RFID",3.14710140822821,404
"yes",9014,"debit",42,31,28,"yes","good","yes",194,11.990023503081,2018-10-09,2018-10-11,2018-10-15,97,"RFID",2.66870375215959,405
"yes",13941,"online",33,20,29,"yes","good","yes",11,13.5391153250259,2018-08-18,2018-08-20,2018-08-28,89,"GPRS",3.38274464693645,379
"yes",6563,"debit",60,30,30,"yes","good","yes",29,8.43710161076278,2018-11-12,2018-11-15,2018-11-21,87,"GPRS",2.96856796341639,379
"yes",7183,"debit",85,13,31,"no","good","yes",27,12.2249688573191,2018-11-07,2018-11-09,2018-11-17,87,"RFID",2.31683907260429,388
"yes",2112,"online",33,54,32,"no","good","yes",139,11.8540533907407,2018-05-07,2018-05-08,2018-05-14,67,"GPRS",2.88147771612588,370
"yes",5088,"debit",29,83,33,"yes","good","no",175,8.22402644983594,2018-03-08,2018-03-12,2018-03-16,67,"RFID",2.23645890518837,381
"no",10103,"debit",51,14,34,"yes","good","no",122,7.92439067467478,2018-01-29,2018-01-30,2018-02-06,64,"RFID",3.97117881961958,386
"yes",6287,"debit",75,4,35,"yes","bad","yes",44,8.41637499636969,2018-06-03,2018-06-08,2018-06-09,92,"GPRS",2.89548045709704,393
"yes",1991,"debit",20,57,36,"yes","good","no",21,11.793674966844,2018-07-22,2018-07-23,2018-07-30,35,"RFID",2.11489327490524,380
"yes",14976,"online",39,45,37,"yes","good","yes",187,10.5319471985523,2018-01-08,2018-01-13,2018-01-18,21,"GPRS",3.51955857342493,383
"yes",2264,"debit",14,6,38,"no","good","no",174,10.0307081536648,2018-01-05,2018-01-08,2018-01-12,39,"GPRS",2.64005424153573,394
"yes",10828,"cash",89,91,39,"yes","good","yes",14,11.4089100571422,2018-10-30,2018-11-04,2018-11-07,17,"RFID",4.52970375509933,396
"yes",9437,"debit",57,61,40,"no","good","no",133,7.7515842717524,2018-08-05,2018-08-10,2018-08-11,66,"RFID",3.08793186165375,374
"yes",5088,"debit",21,2,41,"yes","good","no",191,9.14848254114606,2018-10-22,2018-10-24,2018-10-28,21,"RFID",3.79480306528939,377
"no",14399,"online",87,97,42,"yes","good","yes",122,9.37736597690881,2018-01-04,2018-01-05,2018-01-14,93,"GPRS",3.64408370804707,381
"yes",7428,"cash",10,62,43,"yes","good","yes",189,6.19760448940138,2018-06-30,2018-07-05,2018-07-08,12,"GPRS",2.69695459524415,371
"yes",4593,"online",55,97,44,"yes","bad","no",61,9.97793964596171,2018-01-18,2018-01-20,2018-01-27,45,"GPRS",2.1445704110054,374
"yes",4515,"cash",95,86,45,"yes","good","yes",87,7.3064039526941,2018-07-31,2018-08-03,2018-08-10,91,"RFID",3.48627573169734,376
"no",13869,"online",18,28,46,"no","good","yes",10,10.1274313207316,2018-11-12,2018-11-14,2018-11-18,67,"RFID",2.67480254310663,378
"yes",14695,"debit",35,16,47,"yes","good","yes",98,13.2199292748733,2018-11-03,2018-11-07,2018-11-10,28,"GPRS",3.3678068390975,399
"yes",11890,"cash",62,99,48,"yes","good","no",29,9.76825647748699,2018-05-14,2018-05-15,2018-05-21,44,"GPRS",2.64845331685679,383
"yes",11732,"cash",94,92,49,"yes","good","yes",103,14.6629697195978,2018-08-23,2018-08-25,2018-08-31,88,"RFID",4.15360625649399,405
"yes",4778,"credit",16,66,50,"yes","good","no",144,7.58696018957808,2018-11-12,2018-11-17,2018-11-18,16,"GPRS",3.83469563594224,405
"no",2434,"cash",23,63,51,"yes","good","yes",177,8.64011873917993,2018-08-01,2018-08-04,2018-08-10,12,"GPRS",3.36291910889877,394
"yes",4757,"cash",79,1,52,"yes","bad","yes",75,11.2507177897893,2018-11-14,2018-11-15,2018-11-20,78,"GPRS",2.93211322007305,371
"yes",9473,"debit",37,51,53,"yes","good","no",170,8.30125897895342,2018-03-04,2018-03-06,2018-03-11,63,"GPRS",4.80964017449638,392
"no",1764,"online",28,35,54,"yes","good","yes",171,8.34495281892466,2018-03-01,2018-03-04,2018-03-11,99,"GPRS",2.44256429264716,388
"yes",5990,"online",35,98,55,"yes","good","yes",103,9.22277749680753,2018-05-03,2018-05-05,2018-05-10,11,"GPRS",2.68137746836814,400
"yes",6324,"credit",15,70,56,"yes","good","no",84,12.4370289438119,2018-07-25,2018-07-26,2018-08-01,93,"GPRS",2.23049883633552,377
"yes",5995,"debit",58,7,57,"yes","good","yes",198,8.0088279851536,2018-08-01,2018-08-02,2018-08-11,10,"GPRS",3.56379367893356,402
"yes",10978,"cash",89,77,58,"yes","good","yes",48,8.86293099556207,2018-11-10,2018-11-14,2018-11-17,57,"GPRS",2.44458879451367,406
"yes",7000,"online",38,100,59,"yes","good","yes",26,8.37848833456899,2018-05-29,2018-05-31,2018-06-05,41,"GPRS",4.19723527741698,393
"yes",13486,"credit",75,7,60,"no","good","yes",124,12.6241854292906,2018-09-18,2018-09-19,2018-09-26,47,"RFID",4.14458393280052,400
"yes",4529,"online",49,20,61,"no","good","yes",169,5.87710056740545,2018-01-27,2018-01-29,2018-02-04,76,"GPRS",1.67204964871922,389
"yes",13062,"debit",92,46,62,"yes","good","yes",169,7.74788446327119,2018-01-13,2018-01-14,2018-01-19,27,"GPRS",2.95396240071285,406
"yes",5628,"online",25,32,63,"yes","good","no",95,9.7621846797172,2018-11-18,2018-11-19,2018-11-25,32,"RFID",3.65965240533234,378
"yes",1808,"cash",76,49,64,"no","bad","yes",85,8.86019045706328,2018-05-25,2018-05-27,2018-06-04,9,"GPRS",3.05914527387924,381
"yes",13180,"debit",21,90,65,"no","good","no",185,6.94838528104076,2018-10-10,2018-10-12,2018-10-19,57,"GPRS",3.86583354419615,376
"yes",5491,"online",84,8,66,"yes","good","no",54,7.2628301840938,2018-09-05,2018-09-08,2018-09-15,87,"GPRS",1.99183949113539,393
"yes",4756,"online",87,25,67,"yes","good","yes",153,11.2992314329293,2018-09-29,2018-10-04,2018-10-09,88,"GPRS",4.60977134421971,410
"no",1916,"online",47,79,68,"yes","good","no",47,7.73672280917128,2018-07-22,2018-07-23,2018-07-30,0,"GPRS",2.62701960142372,375
"yes",9033,"debit",89,90,69,"yes","good","yes",187,8.92749899068632,2018-08-13,2018-08-18,2018-08-19,39,"GPRS",2.99424564647537,389
"yes",1644,"cash",15,17,70,"yes","good","no",55,9.75869135269671,2018-02-27,2018-03-02,2018-03-08,62,"GPRS",3.91842977981145,410
"yes",742,"cash",90,88,71,"yes","good","no",40,8.23841768155657,2018-03-16,2018-03-20,2018-03-24,9,"RFID",3.84238300282838,377
"yes",7469,"online",74,86,72,"yes","good","yes",9,8.7876220146237,2018-08-08,2018-08-12,2018-08-18,1,"GPRS",1.87822805192,371
"yes",11297,"credit",85,80,73,"no","good","yes",52,8.91314230518033,2018-07-16,2018-07-19,2018-07-23,65,"GPRS",3.08221201080843,407
"yes",3469,"credit",30,53,74,"yes","good","no",130,8.81500257797895,2018-06-15,2018-06-17,2018-06-25,7,"GPRS",2.53777449550744,370
"yes",13313,"cash",64,21,75,"yes","good","yes",12,8.49080846597283,2018-11-05,2018-11-08,2018-11-15,63,"GPRS",2.43757498287063,398
"no",7093,"online",94,9,76,"yes","good","no",96,9.92416927554815,2018-07-02,2018-07-05,2018-07-11,0,"GPRS",2.38848040620047,371
"yes",6521,"cash",51,86,77,"yes","good","no",98,6.66430614142455,2018-03-27,2018-03-31,2018-04-03,52,"GPRS",2.97090517582716,402
"yes",6878,"cash",35,98,78,"yes","good","yes",67,10.1007381739188,2018-04-24,2018-04-25,2018-05-03,56,"GPRS",3.02297376119789,380
"no",14128,"online",46,21,79,"yes","bad","no",185,9.29339279467629,2018-02-12,2018-02-16,2018-02-22,20,"GPRS",2.65694673939817,379
"yes",14291,"debit",31,50,80,"yes","good","yes",62,4.98571377935809,2018-06-29,2018-07-04,2018-07-07,79,"GPRS",2.15169497149886,382
"yes",4549,"cash",24,48,81,"no","good","yes",91,12.6363961866917,2018-01-21,2018-01-24,2018-01-29,68,"GPRS",2.53054525702619,378
"yes",10000,"cash",29,57,82,"yes","good","no",51,9.94544245983479,2018-03-30,2018-04-01,2018-04-05,51,"GPRS",3.00029104728664,377
"yes",6397,"online",52,14,83,"yes","bad","yes",185,11.4252766810792,2018-04-20,2018-04-21,2018-04-29,67,"GPRS",3.18968251874461,373
"yes",7887,"online",42,58,84,"yes","good","yes",173,9.57667382103083,2018-03-22,2018-03-27,2018-03-30,96,"RFID",4.65570978899397,390
"yes",7633,"debit",35,52,85,"yes","good","no",175,9.5964747796289,2018-09-19,2018-09-20,2018-09-27,36,"GPRS",2.43058613025965,406
"yes",1148,"online",39,13,86,"yes","good","no",178,13.4584798104618,2018-04-20,2018-04-21,2018-04-27,41,"GPRS",2.53354198094832,376
"yes",10417,"online",81,7,87,"no","good","yes",61,7.11295355506257,2018-09-13,2018-09-14,2018-09-21,0,"GPRS",2.94720048929581,407
"no",1709,"cash",61,55,88,"yes","good","yes",20,7.77359568410296,2018-05-17,2018-05-21,2018-05-26,36,"GPRS",2.13790660084954,389
"yes",14847,"online",85,49,89,"yes","good","yes",200,10.086823356705,2018-07-11,2018-07-15,2018-07-18,21,"GPRS",3.17781236176414,394
"yes",12815,"debit",42,46,90,"yes","good","yes",187,10.6558220774701,2018-10-18,2018-10-20,2018-10-27,34,"GPRS",3.38491501535167,400
"yes",13203,"online",25,73,91,"no","good","yes",181,9.21860372914292,2018-11-07,2018-11-10,2018-11-16,12,"GPRS",2.49753384062764,382
"yes",4224,"online",81,32,92,"yes","good","no",187,8.24364244705392,2018-03-08,2018-03-10,2018-03-15,2,"GPRS",2.7665376408271,375
"yes",712,"debit",57,43,93,"yes","good","no",96,10.8519481693031,2018-06-08,2018-06-12,2018-06-17,18,"GPRS",3.18704922318362,376
"yes",287,"online",42,44,94,"yes","good","yes",109,10.0502898353674,2018-09-23,2018-09-28,2018-10-02,19,"GPRS",3.22063099296939,401
"no",10605,"credit",40,32,95,"yes","good","no",111,7.25661728729068,2018-10-24,2018-10-28,2018-11-01,65,"GPRS",3.28764782257103,371
"yes",5483,"debit",10,70,96,"yes","good","yes",73,10.8678564520372,2018-02-19,2018-02-21,2018-02-27,86,"GPRS",2.95002239509313,410
"yes",796,"credit",80,16,97,"yes","good","yes",137,10.6664381162176,2018-02-17,2018-02-20,2018-02-23,81,"GPRS",2.15785433681923,404
"yes",10745,"debit",79,74,98,"yes","good","no",97,8.67102639980837,2018-09-08,2018-09-11,2018-09-16,15,"RFID",2.42719603186262,403
"yes",606,"online",21,15,99,"yes","good","no",168,9.61474213422548,2018-08-30,2018-09-03,2018-09-08,98,"GPRS",3.38563807496878,401
"yes",3560,"cash",56,91,100,"yes","good","yes",47,7.60799547135368,2018-04-03,2018-04-07,2018-04-09,49,"GPRS",3.18919730357942,381
"yes",7156,"online",29,36,101,"yes","good","yes",167,10.7799400702641,2018-08-27,2018-08-28,2018-09-02,100,"GPRS",3.78203736125793,372
"yes",1846,"online",22,35,102,"yes","good","no",141,9.89233943383066,2018-08-20,2018-08-24,2018-08-30,38,"GPRS",3.09680456069068,375
"yes",8109,"credit",18,82,103,"no","good","yes",164,11.5325396564355,2018-10-10,2018-10-15,2018-10-16,36,"GPRS",3.34327326421199,378
"yes",9923,"online",43,50,104,"yes","good","yes",111,4.45166155313935,2018-05-26,2018-05-27,2018-06-05,44,"GPRS",3.67773997502462,396
"yes",9314,"online",14,90,105,"yes","bad","no",4,10.0906005451824,2018-07-15,2018-07-19,2018-07-23,24,"GPRS",3.15096310004412,393
"yes",14837,"cash",24,89,106,"yes","bad","yes",41,9.35545857459024,2018-10-19,2018-10-24,2018-10-28,88,"RFID",3.37885957250553,381
"yes",8543,"online",73,96,107,"yes","good","yes",164,8.8924798848307,2018-04-10,2018-04-11,2018-04-17,49,"GPRS",3.69793274654523,374
"yes",6777,"debit",66,73,108,"yes","good","no",47,7.44524577208435,2018-12-03,2018-12-07,2018-12-09,57,"GPRS",2.90595785284202,399
"no",4071,"cash",46,22,109,"yes","good","no",93,6.76578037472581,2018-07-27,2018-07-29,2018-08-03,96,"RFID",2.04372255824355,374
"yes",3271,"cash",90,48,110,"yes","good","no",24,9.96427846482928,2018-11-11,2018-11-15,2018-11-19,19,"GPRS",2.79484829769953,403
"yes",13601,"online",58,84,111,"yes","good","no",122,14.9101303765669,2018-02-12,2018-02-17,2018-02-20,99,"GPRS",3.30702718125199,407
"yes",10525,"online",44,7,112,"yes","good","no",112,9.07349633624372,2018-04-03,2018-04-08,2018-04-12,65,"GPRS",3.2417320947358,396
"yes",14823,"cash",67,97,113,"yes","good","yes",162,13.0869869070959,2018-03-02,2018-03-03,2018-03-11,81,"GPRS",2.74831602460734,372
"yes",5118,"cash",14,39,114,"yes","bad","no",163,13.1955397173243,2018-10-11,2018-10-15,2018-10-19,70,"RFID",4.33695672292191,387
"yes",5671,"cash",68,96,115,"yes","good","yes",82,8.15625576770505,2018-07-21,2018-07-24,2018-07-30,90,"RFID",4.40887564851063,395
"yes",13073,"cash",55,88,116,"yes","bad","yes",101,12.2654881196911,2018-07-12,2018-07-14,2018-07-19,3,"RFID",3.36286728291234,381
"no",7460,"cash",86,98,117,"yes","good","no",99,10.8518634652239,2018-11-19,2018-11-24,2018-11-29,34,"GPRS",2.64551047528427,396
"yes",12383,"debit",87,16,118,"no","good","no",164,9.68036165613276,2018-07-31,2018-08-02,2018-08-06,36,"GPRS",2.93043696646076,381
"yes",6413,"cash",77,17,119,"yes","good","yes",82,6.0095418480597,2018-04-04,2018-04-09,2018-04-13,23,"GPRS",3.19806089369385,392
"yes",8737,"credit",58,18,120,"yes","good","yes",133,7.77832491869439,2018-12-05,2018-12-08,2018-12-14,74,"GPRS",2.38430337476624,397
"yes",7112,"debit",55,43,121,"yes","good","yes",15,9.57569938569049,2018-03-30,2018-03-31,2018-04-05,54,"RFID",3.0613911005734,407
